Candidate_ID,Age,Education_Level,Experience_Years,Career_Level,Target_Role,Num_Skills,Skill_Match_Ratio,Expected_Salary_USD,Employability_Status,Recommended_Skills,Python,SQL,ML,Deep_Learning,Data_Viz,Excel,Power_BI,Tableau,NLP,Cloud_AWS,Cloud_Azure,Docker,Spark,TensorFlow,Statistics,R,Java,JavaScript,Communication,Project_Management
CAND0151,32,Master,8.9,Advanced,Business Analyst,7,0.6,69800,High,"Project_Management, Power_BI",0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
CAND0152,33,Bachelor,9.9,Advanced,Data Analyst,6,0.6,66700,Medium,"Excel, Power_BI",0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
CAND0153,31,Bachelor,9.7,Advanced,Data Analyst,11,0.8,79000,High,Statistics,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0
CAND0154,24,Master,2.4,Intermediate,Data Analyst,3,0.4,55700,Medium,"SQL, Statistics, Power_BI",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND0155,26,Bachelor,3.1,Advanced,Data Scientist,3,0.4,80600,Low,"ML, SQL, Statistics",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAND0156,28,Master,3.9,Advanced,AI Researcher,6,0.8,139100,High,ML,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
CAND0157,24,Bachelor,0.9,Beginner,ML Engineer,3,0.2,92300,Low,"Deep_Learning, ML, TensorFlow",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
CAND0158,32,Bachelor,8.0,Advanced,Data Scientist,8,0.8,102200,High,Statistics,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
CAND0159,25,Bachelor,2.1,Intermediate,Data Analyst,8,0.6,74700,Medium,"Data_Viz, Power_BI",1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
CAND0160,29,Master,8.3,Advanced,Data Analyst,6,0.8,62400,High,Statistics,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CAND0161,26,Master,5.6,Advanced,AI Researcher,9,0.6,121500,Medium,"ML, NLP",1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
CAND0162,29,Bachelor,6.2,Advanced,Data Scientist,11,1.0,107900,High,None – Profile Complete,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
CAND0163,24,Bachelor,2.8,Intermediate,BI Developer,8,0.6,81800,Medium,"Excel, Data_Viz",0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
CAND0164,27,Bachelor,3.4,Advanced,Data Engineer,5,0.8,104800,Medium,Cloud_AWS,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
CAND0165,25,Master,2.2,Intermediate,Business Analyst,7,0.6,79300,Medium,"Excel, Power_BI",1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
CAND0166,29,Bachelor,6.7,Advanced,Business Analyst,5,0.6,66500,High,"Communication, SQL",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
CAND0167,28,Master,3.5,Advanced,Data Scientist,6,0.8,99100,High,SQL,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CAND0168,28,Bachelor,4.4,Advanced,AI Researcher,7,0.8,133300,Medium,Deep_Learning,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
CAND0169,27,PhD,2.2,Intermediate,Software Engineer,9,0.8,130300,High,Python,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
CAND0170,28,Master,6.5,Advanced,ML Engineer,10,1.0,158900,High,None – Profile Complete,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
CAND0171,32,Master,8.8,Advanced,ML Engineer,6,0.6,144000,High,"Docker, Python",0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
CAND0172,27,Bachelor,4.2,Advanced,BI Developer,2,0.4,56300,Medium,"SQL, Power_BI, Tableau",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND0173,40,PhD,15.8,Advanced,ML Engineer,9,1.0,152700,High,None – Profile Complete,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
CAND0174,30,Bachelor,7.9,Advanced,ML Engineer,6,0.8,135000,High,Python,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
CAND0175,24,Bachelor,1.3,Intermediate,AI Researcher,3,0.4,111500,Low,"ML, NLP, Statistics",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND0176,22,Associate,1.9,Intermediate,ML Engineer,6,0.4,108600,Low,"Deep_Learning, ML, Python",0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
CAND0177,28,Bachelor,4.7,Advanced,Business Analyst,2,0.2,60800,Low,"Excel, Communication, Project_Management",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND0178,34,PhD,8.0,Advanced,Data Scientist,6,0.8,98600,High,ML,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
CAND0179,27,Bachelor,4.8,Advanced,BI Developer,6,0.8,69100,High,Data_Viz,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
CAND0180,23,Bachelor,1.3,Intermediate,Data Analyst,7,0.8,81500,Medium,Data_Viz,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
CAND0181,24,Bachelor,1.9,Intermediate,Data Scientist,5,0.6,98400,Medium,"Statistics, Data_Viz",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CAND0182,34,Bachelor,12.8,Advanced,Business Analyst,12,1.0,95300,High,None – Profile Complete,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
CAND0183,27,PhD,4.1,Advanced,Data Analyst,7,0.8,76700,High,SQL,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
CAND0184,28,Master,4.1,Advanced,ML Engineer,8,0.8,141600,High,Docker,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CAND0185,23,Bachelor,1.6,Intermediate,ML Engineer,4,0.4,112900,Medium,"Deep_Learning, ML, Python",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
CAND0186,25,Master,1.9,Intermediate,Data Engineer,9,0.8,114500,Medium,Cloud_AWS,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
CAND0187,29,Bachelor,3.9,Advanced,BI Developer,8,0.8,81000,Medium,Data_Viz,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
CAND0188,37,Master,13.7,Advanced,Data Scientist,10,0.8,109800,High,ML,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1
CAND0189,28,Master,4.4,Advanced,Business Analyst,11,0.8,90000,Medium,Excel,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1
CAND0190,26,Master,3.9,Advanced,Data Engineer,8,0.6,99300,Medium,"Cloud_AWS, Python",0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1
CAND0191,31,Master,3.9,Advanced,AI Researcher,4,0.6,127000,Medium,"Deep_Learning, Python",0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
CAND0192,30,Master,4.5,Advanced,Software Engineer,8,0.6,92200,Medium,"Python, Java",0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1
CAND0193,30,Master,5.5,Advanced,BI Developer,5,0.8,73200,High,Power_BI,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAND0194,32,Master,6.8,Advanced,AI Researcher,10,0.8,152900,High,Statistics,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
CAND0195,29,Bachelor,6.2,Advanced,Data Scientist,7,0.6,109400,Medium,"Statistics, Data_Viz",1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
CAND0196,24,High School,1.4,Intermediate,BI Developer,4,0.6,51600,Low,"SQL, Data_Viz",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
CAND0197,27,Master,2.4,Intermediate,BI Developer,5,1.0,63600,High,None – Profile Complete,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAND0198,28,Master,4.3,Advanced,Software Engineer,4,0.6,86400,Medium,"Cloud_AWS, JavaScript",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CAND0199,35,Master,12.0,Advanced,ML Engineer,8,0.8,146400,High,ML,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0
CAND0200,24,Associate,3.9,Advanced,Data Analyst,4,0.4,60700,Low,"Data_Viz, Statistics, Power_BI",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAND0201,28,High School,8.2,Advanced,AI Researcher,6,0.8,133500,High,Python,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
CAND0202,27,Master,3.6,Advanced,Business Analyst,6,0.6,62400,Medium,"Communication, Power_BI",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
CAND0203,28,Bachelor,7.1,Advanced,Business Analyst,4,0.4,58700,Medium,"Excel, Communication, Project_Management",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
CAND0204,25,Master,2.5,Intermediate,BI Developer,5,0.8,66400,Medium,Tableau,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CAND0205,25,Bachelor,4.9,Advanced,Data Scientist,7,1.0,98700,High,None – Profile Complete,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
CAND0206,26,Master,2.2,Intermediate,ML Engineer,10,0.6,134700,Medium,"ML, Docker",1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1
CAND0207,28,Master,3.8,Advanced,Business Analyst,5,0.8,65600,High,Project_Management,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
CAND0208,29,Master,5.1,Advanced,Software Engineer,7,0.6,114100,Medium,"Docker, Java",1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
CAND0209,26,Master,3.8,Advanced,AI Researcher,4,0.4,121700,Medium,"ML, NLP, Statistics",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAND0210,23,Associate,3.9,Advanced,Software Engineer,6,0.4,96700,Low,"Cloud_AWS, Java, JavaScript",1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
CAND0211,25,Bachelor,3.2,Advanced,Business Analyst,6,0.6,68100,Medium,"Communication, SQL",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CAND0212,34,Master,9.1,Advanced,BI Developer,10,0.8,85300,High,Power_BI,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
CAND0213,41,Bachelor,18.1,Advanced,BI Developer,10,1.0,81800,High,None – Profile Complete,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0
CAND0214,25,Bachelor,0.8,Beginner,Business Analyst,4,0.8,52700,Medium,Power_BI,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAND0215,22,Associate,2.1,Intermediate,ML Engineer,4,0.6,113500,Medium,"ML, TensorFlow",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CAND0216,27,Master,2.1,Intermediate,AI Researcher,9,0.8,149000,Medium,Statistics,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
CAND0217,32,High School,11.0,Advanced,BI Developer,4,0.2,56400,Medium,"SQL, Power_BI, Tableau",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
CAND0218,32,Master,7.7,Advanced,AI Researcher,9,1.0,154300,High,None – Profile Complete,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
CAND0219,33,Associate,9.4,Advanced,Business Analyst,6,0.8,55600,High,Power_BI,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CAND0220,28,Bachelor,6.1,Advanced,ML Engineer,6,0.6,135200,Medium,"Docker, Python",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
CAND0221,26,Master,2.2,Intermediate,Data Scientist,8,1.0,121400,High,None – Profile Complete,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CAND0222,32,Bachelor,5.9,Advanced,Data Scientist,6,0.6,109100,Medium,"Python, Statistics",0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
CAND0223,28,Bachelor,5.4,Advanced,Data Engineer,3,0.6,91800,Medium,"Cloud_AWS, Python",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CAND0224,28,Master,3.4,Advanced,AI Researcher,7,1.0,139600,High,None – Profile Complete,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
CAND0225,27,PhD,1.8,Intermediate,Data Scientist,9,0.6,117200,Medium,"ML, Data_Viz",1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
CAND0226,31,Bachelor,9.1,Advanced,Data Analyst,6,0.8,62600,High,SQL,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
CAND0227,29,Bachelor,4.4,Advanced,Data Scientist,6,0.6,121300,Medium,"Python, Statistics",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAND0228,35,Master,10.8,Advanced,Data Analyst,9,0.8,69200,High,SQL,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
CAND0229,27,PhD,2.4,Intermediate,Business Analyst,7,1.0,66000,High,None – Profile Complete,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
CAND0230,26,Bachelor,3.7,Advanced,ML Engineer,3,0.4,118300,Low,"ML, TensorFlow, Python",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CAND0231,23,Bachelor,2.8,Intermediate,Business Analyst,6,0.6,73600,Medium,"Excel, SQL",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
CAND0232,29,PhD,4.0,Advanced,Software Engineer,7,0.8,94400,High,Python,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
CAND0233,28,Bachelor,7.9,Advanced,BI Developer,7,1.0,60700,High,None – Profile Complete,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
CAND0234,25,Bachelor,1.5,Intermediate,Data Scientist,7,0.6,84400,Medium,"ML, Statistics",1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
CAND0235,33,Master,7.8,Advanced,Data Scientist,5,0.6,99900,High,"ML, Data_Viz",1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
CAND0236,23,Bachelor,1.0,Intermediate,Data Scientist,3,0.4,84500,Low,"Python, SQL, Statistics",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAND0237,22,High School,0.5,Beginner,BI Developer,5,0.4,63300,Low,"Power_BI, Excel, Data_Viz",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CAND0238,20,High School,0.6,Beginner,Data Analyst,2,0.4,44000,Low,"Excel, Statistics, Power_BI",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND0239,29,Bachelor,3.7,Advanced,Data Engineer,4,0.6,97200,Medium,"Docker, SQL",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CAND0240,26,Bachelor,5.3,Advanced,AI Researcher,9,0.8,143400,High,Statistics,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
CAND0241,27,Master,2.0,Intermediate,Software Engineer,2,0.4,83100,Medium,"Docker, Python, JavaScript",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAND0242,28,Bachelor,4.6,Advanced,Business Analyst,8,0.8,74700,High,Communication,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
CAND0243,33,High School,10.7,Advanced,Data Engineer,8,0.8,113000,High,Docker,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
CAND0244,26,Bachelor,5.0,Advanced,Data Analyst,6,0.4,72200,Medium,"SQL, Excel, Data_Viz",0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
CAND0245,26,PhD,1.8,Intermediate,Software Engineer,9,0.8,124600,High,Docker,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0
CAND0246,29,Bachelor,6.2,Advanced,Data Analyst,6,0.6,70000,Medium,"Statistics, Power_BI",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAND0247,29,Bachelor,5.2,Advanced,Software Engineer,6,0.8,90600,Medium,Docker,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
CAND0248,27,Master,1.7,Intermediate,Data Engineer,6,0.8,125500,Medium,Python,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
CAND0249,27,Bachelor,2.6,Intermediate,AI Researcher,5,0.8,124400,Medium,ML,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
CAND0250,22,Bachelor,2.7,Intermediate,Data Analyst,5,0.6,59400,Medium,"SQL, Data_Viz",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CAND0251,29,Master,3.7,Advanced,Business Analyst,6,0.6,71200,Medium,"Excel, Communication",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
CAND0252,26,High School,1.7,Intermediate,AI Researcher,4,0.2,109600,Low,"ML, NLP, Python",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
CAND0253,30,Master,4.3,Advanced,Software Engineer,7,0.8,103700,High,Python,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
CAND0254,27,PhD,1.7,Intermediate,Business Analyst,8,0.6,87500,Medium,"Excel, Power_BI",1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
CAND0255,33,Bachelor,11.3,Advanced,Business Analyst,6,1.0,64600,High,None – Profile Complete,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
CAND0256,25,Bachelor,2.3,Intermediate,Data Analyst,8,0.8,79700,Medium,Statistics,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
CAND0257,26,Bachelor,4.6,Advanced,Business Analyst,6,0.6,70200,Medium,"Excel, SQL",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
CAND0258,28,Bachelor,5.4,Advanced,BI Developer,4,0.4,72600,Medium,"SQL, Power_BI, Data_Viz",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CAND0259,23,Master,1.7,Intermediate,Data Scientist,8,1.0,113200,High,None – Profile Complete,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
CAND0260,29,Master,4.4,Advanced,Data Analyst,5,0.4,74800,Medium,"Excel, Data_Viz, Statistics",1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CAND0261,30,PhD,5.3,Advanced,Software Engineer,8,0.6,103400,Medium,"Python, Java",0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0
CAND0262,26,Master,3.3,Advanced,ML Engineer,11,1.0,146900,High,None – Profile Complete,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
CAND0263,26,Master,2.5,Intermediate,Software Engineer,6,0.8,88800,Medium,Docker,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
CAND0264,28,Master,3.6,Advanced,Software Engineer,7,0.4,107400,Medium,"Docker, Python, Java",0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
CAND0265,32,Master,9.1,Advanced,Data Engineer,6,0.6,103000,High,"Spark, SQL",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
CAND0266,28,Master,4.4,Advanced,Data Analyst,8,0.8,80900,Medium,SQL,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
CAND0267,26,Master,3.9,Advanced,AI Researcher,9,1.0,155700,High,None – Profile Complete,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
CAND0268,43,Master,20.2,Advanced,ML Engineer,8,1.0,148200,High,None – Profile Complete,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
CAND0269,23,Bachelor,1.1,Intermediate,Data Scientist,6,0.6,98800,Medium,"Python, SQL",0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CAND0270,23,Associate,3.3,Advanced,ML Engineer,8,1.0,143300,Medium,None – Profile Complete,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
CAND0271,26,Master,5.4,Advanced,Business Analyst,12,0.8,109300,High,Power_BI,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAND0272,29,PhD,5.9,Advanced,Data Analyst,7,0.8,82700,High,Statistics,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CAND0273,24,Bachelor,1.0,Intermediate,Software Engineer,8,0.8,101300,Medium,Docker,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0
CAND0274,25,Bachelor,3.9,Advanced,Software Engineer,7,1.0,88800,High,None – Profile Complete,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
CAND0275,28,Master,2.9,Intermediate,Business Analyst,5,0.6,74100,Medium,"Communication, SQL",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
CAND0276,36,PhD,12.1,Advanced,Data Analyst,11,1.0,92800,High,None – Profile Complete,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0
CAND0277,27,Bachelor,4.7,Advanced,Data Engineer,7,0.8,106700,Medium,Cloud_AWS,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
CAND0278,29,Master,6.1,Advanced,AI Researcher,5,0.6,131000,Medium,"ML, Python",0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
CAND0279,30,Associate,11.5,Advanced,BI Developer,5,0.8,57700,High,Excel,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CAND0280,24,Master,4.1,Advanced,Data Engineer,8,1.0,116000,High,None – Profile Complete,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
CAND0281,34,PhD,9.2,Advanced,Business Analyst,6,0.4,82300,High,"Excel, Communication, SQL",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
CAND0282,31,Master,7.8,Advanced,Software Engineer,11,1.0,122200,High,None – Profile Complete,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0
CAND0283,25,Associate,2.5,Intermediate,Data Scientist,6,0.8,85000,Medium,Python,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CAND0284,32,Master,8.1,Advanced,Software Engineer,8,0.6,106200,High,"Docker, JavaScript",1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0
CAND0285,31,Master,7.0,Advanced,ML Engineer,8,1.0,147100,High,None – Profile Complete,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
CAND0286,23,Bachelor,1.1,Intermediate,BI Developer,6,0.6,58600,Medium,"SQL, Data_Viz",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
CAND0287,28,PhD,3.9,Advanced,Business Analyst,8,1.0,75000,High,None – Profile Complete,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
CAND0288,25,Master,2.2,Intermediate,Data Scientist,6,0.8,119600,High,Statistics,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAND0289,23,Bachelor,1.1,Intermediate,AI Researcher,5,0.2,111000,Low,"Deep_Learning, ML, NLP",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAND0290,27,PhD,2.7,Intermediate,ML Engineer,10,0.8,150700,High,Python,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0
CAND0291,25,Master,1.5,Intermediate,BI Developer,8,0.6,78400,Medium,"Excel, Data_Viz",1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
CAND0292,29,Bachelor,4.7,Advanced,Data Scientist,3,0.2,74900,Low,"ML, Python, SQL",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CAND0293,30,Bachelor,9.5,Advanced,Data Analyst,5,0.4,60300,Medium,"Data_Viz, Statistics, Power_BI",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CAND0294,27,Master,6.5,Advanced,Data Scientist,9,1.0,117900,High,None – Profile Complete,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
CAND0295,21,High School,1.2,Intermediate,AI Researcher,3,0.2,98200,Low,"Deep_Learning, ML, NLP",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CAND0296,22,High School,1.1,Intermediate,Data Scientist,2,0.0,70800,Low,"ML, Python, SQL",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAND0297,27,Associate,3.6,Advanced,ML Engineer,4,0.4,114600,Low,"Deep_Learning, Docker, Python",0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAND0298,24,Bachelor,2.4,Intermediate,Business Analyst,6,0.6,63200,Medium,"Project_Management, Power_BI",0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CAND0299,28,Bachelor,2.8,Intermediate,Data Engineer,9,1.0,127100,High,None – Profile Complete,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
CAND0300,29,Master,3.5,Advanced,Business Analyst,7,0.8,82900,Medium,Excel,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
CAND0301,33,High School,9.3,Advanced,Software Engineer,5,0.8,85000,High,Docker,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
CAND0302,29,Master,5.0,Advanced,Software Engineer,5,0.6,95900,Medium,"Docker, Java",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
CAND0303,32,Bachelor,6.1,Advanced,Data Engineer,10,1.0,114900,High,None – Profile Complete,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
